Año;Country Name;Series Code;Valor
1992;Botswana;EG.USE.ELEC.KH.PC;925.53
1992;Botswana;NY.GDP.PCAP.KD.ZG;0.11
1992;Brazil;EG.USE.ELEC.KH.PC;1494.06
1992;Brazil;NY.GDP.PCAP.KD.ZG;-2.23
1992;Brunei Darussalam;EG.USE.ELEC.KH.PC;4819.49
1992;Brunei Darussalam;NY.GDP.PCAP.KD.ZG;1.82
1992;Bulgaria;EG.USE.ELEC.KH.PC;3735.53
1992;Bulgaria;NY.GDP.PCAP.KD.ZG;-6.27
1992;Burkina Faso;NY.GDP.PCAP.KD.ZG;-2.43
1992;Burundi;NY.GDP.PCAP.KD.ZG;-1.13
1992;Cabo Verde;NY.GDP.PCAP.KD.ZG;7.96
1992;Cameroon;EG.USE.ELEC.KH.PC;188.81
1992;Cameroon;NY.GDP.PCAP.KD.ZG;-5.9
1992;Canada;EG.USE.ELEC.KH.PC;16164.42
1992;Caribbean small states;NY.GDP.PCAP.KD.ZG;1.28
1992;Central African Republic;NY.GDP.PCAP.KD.ZG;-8.98
1992;Central Europe and the Baltics;EG.USE.ELEC.KH.PC;3217.34
1992;Central Europe and the Baltics;NY.GDP.PCAP.KD.ZG;-1.63
1992;Chad;NY.GDP.PCAP.KD.ZG;4.61
1992;Chile;EG.USE.ELEC.KH.PC;1457.09
1992;Chile;NY.GDP.PCAP.KD.ZG;9.35
1992;China;EG.USE.ELEC.KH.PC;604.69
1992;China;NY.GDP.PCAP.KD.ZG;12.83
1992;Colombia;EG.USE.ELEC.KH.PC;778.7
1992;Colombia;NY.GDP.PCAP.KD.ZG;2.04
1992;Comoros;NY.GDP.PCAP.KD.ZG;5.4
1992;Congo, Dem. Rep.;EG.USE.ELEC.KH.PC;115.23
1992;Congo, Dem. Rep.;NY.GDP.PCAP.KD.ZG;-13.92
1992;Congo, Rep.;EG.USE.ELEC.KH.PC;177.51
1992;Congo, Rep.;NY.GDP.PCAP.KD.ZG;-0.18
1992;Costa Rica;EG.USE.ELEC.KH.PC;1405.44
1992;Costa Rica;NY.GDP.PCAP.KD.ZG;6.4
1992;Cote d'Ivoire;EG.USE.ELEC.KH.PC;153.05
1992;Cote d'Ivoire;NY.GDP.PCAP.KD.ZG;-3.75
1992;Croatia;EG.USE.ELEC.KH.PC;2227.8
1992;Cuba;EG.USE.ELEC.KH.PC;904.49
1992;Cuba;NY.GDP.PCAP.KD.ZG;-12.1
1992;Curacao;EG.USE.ELEC.KH.PC;5162.88
1992;Cyprus;EG.USE.ELEC.KH.PC;2837.84
1992;Cyprus;NY.GDP.PCAP.KD.ZG;6.53
1992;Czechia;EG.USE.ELEC.KH.PC;5077.66
1992;Czechia;NY.GDP.PCAP.KD.ZG;-0.61
1992;Denmark;EG.USE.ELEC.KH.PC;6236.26
1992;Denmark;NY.GDP.PCAP.KD.ZG;1.62
1992;Dominica;NY.GDP.PCAP.KD.ZG;1.78
1992;Dominican Republic;EG.USE.ELEC.KH.PC;544.66
1992;Dominican Republic;NY.GDP.PCAP.KD.ZG;9.15
1992;Early-demographic dividend;EG.USE.ELEC.KH.PC;569.72
1992;Early-demographic dividend;NY.GDP.PCAP.KD.ZG;1.85
1992;East Asia & Pacific;EG.USE.ELEC.KH.PC;1187.06
1992;East Asia & Pacific;NY.GDP.PCAP.KD.ZG;2.88
1992;East Asia & Pacific (excluding high income);EG.USE.ELEC.KH.PC;536.26
1992;East Asia & Pacific (excluding high income);NY.GDP.PCAP.KD.ZG;9.63
1992;East Asia & Pacific (IDA & IBRD countries);EG.USE.ELEC.KH.PC;529.91
1992;East Asia & Pacific (IDA & IBRD countries);NY.GDP.PCAP.KD.ZG;9.63
1992;Ecuador;EG.USE.ELEC.KH.PC;522.48
1992;Ecuador;NY.GDP.PCAP.KD.ZG;-0.21
1992;Egypt, Arab Rep.;EG.USE.ELEC.KH.PC;698.27
1992;Egypt, Arab Rep.;NY.GDP.PCAP.KD.ZG;2.26
1992;El Salvador;EG.USE.ELEC.KH.PC;384.95
1992;El Salvador;NY.GDP.PCAP.KD.ZG;5.56
1992;Equatorial Guinea;NY.GDP.PCAP.KD.ZG;30.4
1992;Eritrea;EG.USE.ELEC.KH.PC;54.48
1992;Estonia;EG.USE.ELEC.KH.PC;4933.82
1992;Eswatini;NY.GDP.PCAP.KD.ZG;0.64
1992;Ethiopia;EG.USE.ELEC.KH.PC;21.72
1992;Ethiopia;NY.GDP.PCAP.KD.ZG;-11.89
1992;Euro area;EG.USE.ELEC.KH.PC;5414.96
1992;Euro area;NY.GDP.PCAP.KD.ZG;0.95
1992;Europe & Central Asia;EG.USE.ELEC.KH.PC;4871.55
1992;Europe & Central Asia;NY.GDP.PCAP.KD.ZG;-0.93
1992;Europe & Central Asia (excluding high income);EG.USE.ELEC.KH.PC;4193.23
1992;Europe & Central Asia (excluding high income);NY.GDP.PCAP.KD.ZG;-11.13
1992;Europe & Central Asia (IDA & IBRD countries);EG.USE.ELEC.KH.PC;3962.3
1992;Europe & Central Asia (IDA & IBRD countries);NY.GDP.PCAP.KD.ZG;-9.78
1992;European Union;EG.USE.ELEC.KH.PC;5110.25
1992;European Union;NY.GDP.PCAP.KD.ZG;0.87
1992;Fiji;NY.GDP.PCAP.KD.ZG;4.81
1992;Finland;EG.USE.ELEC.KH.PC;12514.1
1992;Finland;NY.GDP.PCAP.KD.ZG;-3.84
1992;Fragile and conflict affected situations;EG.USE.ELEC.KH.PC;835.62
1992;Fragile and conflict affected situations;NY.GDP.PCAP.KD.ZG;-1.99
1992;France;EG.USE.ELEC.KH.PC;6475.79
1992;France;NY.GDP.PCAP.KD.ZG;1.1
1992;French Polynesia;NY.GDP.PCAP.KD.ZG;-0.81
1992;Gabon;EG.USE.ELEC.KH.PC;885.72
1992;Gabon;NY.GDP.PCAP.KD.ZG;-5.68
1992;Gambia, The;NY.GDP.PCAP.KD.ZG;-0.12
1992;Georgia;EG.USE.ELEC.KH.PC;2125.17
1992;Georgia;NY.GDP.PCAP.KD.ZG;-45.33
1992;Germany;EG.USE.ELEC.KH.PC;6445.87
1992;Germany;NY.GDP.PCAP.KD.ZG;1.15
1992;Ghana;EG.USE.ELEC.KH.PC;350.92
1992;Ghana;NY.GDP.PCAP.KD.ZG;0.92
1992;Gibraltar;EG.USE.ELEC.KH.PC;3328.25
1992;Greece;EG.USE.ELEC.KH.PC;3398.38
1992;Greece;NY.GDP.PCAP.KD.ZG;-0.07
1992;Greenland;NY.GDP.PCAP.KD.ZG;-4.77
1992;Grenada;NY.GDP.PCAP.KD.ZG;-1.56
1992;Guatemala;EG.USE.ELEC.KH.PC;260.9
1992;Guatemala;NY.GDP.PCAP.KD.ZG;2.12
1992;Guinea;NY.GDP.PCAP.KD.ZG;0.49
1992;Guinea-Bissau;NY.GDP.PCAP.KD.ZG;-1.16
1992;Guyana;NY.GDP.PCAP.KD.ZG;7.16
1992;Haiti;EG.USE.ELEC.KH.PC;40.3
1992;Haiti;NY.GDP.PCAP.KD.ZG;-7.13
1992;Heavily indebted poor countries (HIPC);NY.GDP.PCAP.KD.ZG;-3.38
1992;High income;EG.USE.ELEC.KH.PC;7365.59
1992;High income;NY.GDP.PCAP.KD.ZG;1.59
1992;Honduras;EG.USE.ELEC.KH.PC;328.52
1992;Honduras;NY.GDP.PCAP.KD.ZG;3.12
1992;Hong Kong SAR, China;EG.USE.ELEC.KH.PC;4507.89
1992;Hong Kong SAR, China;NY.GDP.PCAP.KD.ZG;5.35
1992;Hungary;EG.USE.ELEC.KH.PC;3116.01
1992;Hungary;NY.GDP.PCAP.KD.ZG;-3.03
1992;IBRD only;EG.USE.ELEC.KH.PC;1014.6
1992;IBRD only;NY.GDP.PCAP.KD.ZG;0.16
1992;Iceland;EG.USE.ELEC.KH.PC;16099.93
1992;IDA & IBRD total;EG.USE.ELEC.KH.PC;887.47
1992;IDA & IBRD total;NY.GDP.PCAP.KD.ZG;-0.04
1992;IDA blend;EG.USE.ELEC.KH.PC;373.83
1992;IDA blend;NY.GDP.PCAP.KD.ZG;0.2
1992;IDA only;EG.USE.ELEC.KH.PC;173.03
1992;IDA only;NY.GDP.PCAP.KD.ZG;-1.48
1992;IDA total;EG.USE.ELEC.KH.PC;253.24
1992;IDA total;NY.GDP.PCAP.KD.ZG;-0.63
1992;India;EG.USE.ELEC.KH.PC;304.43
1992;India;NY.GDP.PCAP.KD.ZG;3.39
1992;Indonesia;EG.USE.ELEC.KH.PC;194.33
1992;Indonesia;NY.GDP.PCAP.KD.ZG;4.71
1992;Iran, Islamic Rep.;EG.USE.ELEC.KH.PC;1065.17
1992;Iran, Islamic Rep.;NY.GDP.PCAP.KD.ZG;1.36
1992;Iraq;EG.USE.ELEC.KH.PC;1310.46
1992;Iraq;NY.GDP.PCAP.KD.ZG;28.89
1992;Ireland;EG.USE.ELEC.KH.PC;4104.9
1992;Ireland;NY.GDP.PCAP.KD.ZG;2.64
1992;Isle of Man;NY.GDP.PCAP.KD.ZG;0.33
1992;Israel;EG.USE.ELEC.KH.PC;4568.42
1992;Italy;EG.USE.ELEC.KH.PC;4310.54
1992;Italy;NY.GDP.PCAP.KD.ZG;0.77
1992;Jamaica;EG.USE.ELEC.KH.PC;1446.54
1992;Jamaica;NY.GDP.PCAP.KD.ZG;1.06
1992;Japan;EG.USE.ELEC.KH.PC;7023.53
1992;Japan;NY.GDP.PCAP.KD.ZG;0.53
1992;Jordan;EG.USE.ELEC.KH.PC;997.82
1992;Jordan;NY.GDP.PCAP.KD.ZG;8.11
1992;Kazakhstan;EG.USE.ELEC.KH.PC;5354.49
1992;Kazakhstan;NY.GDP.PCAP.KD.ZG;-5.23
1992;Kenya;EG.USE.ELEC.KH.PC;124.73
1992;Kenya;NY.GDP.PCAP.KD.ZG;-3.95
1992;Kiribati;NY.GDP.PCAP.KD.ZG;-0.57
1992;Korea, Dem. People's Rep.;EG.USE.ELEC.KH.PC;1024.48
1992;Korea, Rep.;EG.USE.ELEC.KH.PC;2826.19
1992;Korea, Rep.;NY.GDP.PCAP.KD.ZG;5.1
1992;Kyrgyz Republic;EG.USE.ELEC.KH.PC;2328.25
1992;Kyrgyz Republic;NY.GDP.PCAP.KD.ZG;-14.83
1992;Lao PDR;NY.GDP.PCAP.KD.ZG;2.72
1992;Late-demographic dividend;EG.USE.ELEC.KH.PC;1313.74
1992;Late-demographic dividend;NY.GDP.PCAP.KD.ZG;-0.37
1992;Latin America & Caribbean;EG.USE.ELEC.KH.PC;1231.47
1992;Latin America & Caribbean;NY.GDP.PCAP.KD.ZG;0.74
1992;Latin America & Caribbean (excluding high income);EG.USE.ELEC.KH.PC;1145.62
1992;Latin America & Caribbean (excluding high income);NY.GDP.PCAP.KD.ZG;0.31
1992;Latin America & the Caribbean (IDA & IBRD countries);EG.USE.ELEC.KH.PC;1238.15
1992;Latin America & the Caribbean (IDA & IBRD countries);NY.GDP.PCAP.KD.ZG;0.95
1992;Latvia;EG.USE.ELEC.KH.PC;2638.91
1992;Least developed countries: UN classification;EG.USE.ELEC.KH.PC;74.63
1992;Least developed countries: UN classification;NY.GDP.PCAP.KD.ZG;-1.9
1992;Lebanon;EG.USE.ELEC.KH.PC;1095.86
1992;Lebanon;NY.GDP.PCAP.KD.ZG;10.59
1992;Lesotho;NY.GDP.PCAP.KD.ZG;4.57
1992;Libya;EG.USE.ELEC.KH.PC;1753
1992;Liechtenstein;NY.GDP.PCAP.KD.ZG;2.25
1992;Lithuania;EG.USE.ELEC.KH.PC;3166.93
1992;Low & middle income;EG.USE.ELEC.KH.PC;848.6
1992;Low & middle income;NY.GDP.PCAP.KD.ZG;-0.16
1992;Low income;NY.GDP.PCAP.KD.ZG;-1.8
1992;Lower middle income;EG.USE.ELEC.KH.PC;422.61
1992;Lower middle income;NY.GDP.PCAP.KD.ZG;0.82
1992;Luxembourg;EG.USE.ELEC.KH.PC;12927.9
1992;Luxembourg;NY.GDP.PCAP.KD.ZG;0.48
1992;Macao SAR, China;NY.GDP.PCAP.KD.ZG;10.58
1992;Madagascar;NY.GDP.PCAP.KD.ZG;-1.77
1992;Malawi;NY.GDP.PCAP.KD.ZG;-8.15
1992;Malaysia;EG.USE.ELEC.KH.PC;1419.17
1992;Malaysia;NY.GDP.PCAP.KD.ZG;6.12
1992;Mali;NY.GDP.PCAP.KD.ZG;-5.57
1992;Malta;EG.USE.ELEC.KH.PC;3726.69
1992;Malta;NY.GDP.PCAP.KD.ZG;3.62
1992;Marshall Islands;NY.GDP.PCAP.KD.ZG;5.32
1992;Mauritania;NY.GDP.PCAP.KD.ZG;-0.73
1992;Mauritius;EG.USE.ELEC.KH.PC;780.13
1992;Mauritius;NY.GDP.PCAP.KD.ZG;5.12
1992;Mexico;EG.USE.ELEC.KH.PC;1317.63
1992;Mexico;NY.GDP.PCAP.KD.ZG;1.68
1992;Micronesia, Fed. Sts.;NY.GDP.PCAP.KD.ZG;1.33
1992;Middle East & North Africa;EG.USE.ELEC.KH.PC;1225.95
1992;Middle East & North Africa;NY.GDP.PCAP.KD.ZG;2.95
1992;Middle East & North Africa (excluding high income);EG.USE.ELEC.KH.PC;789.16
1992;Middle East & North Africa (excluding high income);NY.GDP.PCAP.KD.ZG;2.76
1992;Middle East & North Africa (IDA & IBRD countries);EG.USE.ELEC.KH.PC;789.16
1992;Middle East & North Africa (IDA & IBRD countries);NY.GDP.PCAP.KD.ZG;2.78
1992;Middle income;EG.USE.ELEC.KH.PC;876.15
1992;Middle income;NY.GDP.PCAP.KD.ZG;-0.06
1992;Moldova;EG.USE.ELEC.KH.PC;3691.14
1992;Monaco;NY.GDP.PCAP.KD.ZG;0.59
1992;Mongolia;EG.USE.ELEC.KH.PC;1223.98
1992;Mongolia;NY.GDP.PCAP.KD.ZG;-10.29
1992;Morocco;EG.USE.ELEC.KH.PC;402.12
1992;Morocco;NY.GDP.PCAP.KD.ZG;-3.83
1992;Mozambique;EG.USE.ELEC.KH.PC;54.11
1992;Mozambique;NY.GDP.PCAP.KD.ZG;-9.37
1992;Myanmar;EG.USE.ELEC.KH.PC;44.22
1992;Myanmar;NY.GDP.PCAP.KD.ZG;3.23
1992;Namibia;EG.USE.ELEC.KH.PC;1005.31
1992;Namibia;NY.GDP.PCAP.KD.ZG;4.32
1992;Nepal;EG.USE.ELEC.KH.PC;37.01
1992;Nepal;NY.GDP.PCAP.KD.ZG;1.32
1992;Netherlands;EG.USE.ELEC.KH.PC;5441.66
1992;Netherlands;NY.GDP.PCAP.KD.ZG;0.94
1992;New Caledonia;NY.GDP.PCAP.KD.ZG;-1.96
1992;New Zealand;EG.USE.ELEC.KH.PC;8636.63
1992;New Zealand;NY.GDP.PCAP.KD.ZG;0.05
1992;Nicaragua;EG.USE.ELEC.KH.PC;301.98
1992;Nicaragua;NY.GDP.PCAP.KD.ZG;-1.84
1992;Niger;NY.GDP.PCAP.KD.ZG;-1.31
1992;Nigeria;EG.USE.ELEC.KH.PC;90.05
1992;Nigeria;NY.GDP.PCAP.KD.ZG;2.03
1992;North America;EG.USE.ELEC.KH.PC;12428.2
1992;North America;NY.GDP.PCAP.KD.ZG;2.12
1992;North Macedonia;EG.USE.ELEC.KH.PC;2966.82
1992;North Macedonia;NY.GDP.PCAP.KD.ZG;-6.35
1992;Norway;EG.USE.ELEC.KH.PC;23787.32
1992;Norway;NY.GDP.PCAP.KD.ZG;2.98
1992;OECD members;EG.USE.ELEC.KH.PC;6646.93
1992;OECD members;NY.GDP.PCAP.KD.ZG;1.23
1992;Oman;EG.USE.ELEC.KH.PC;2245.28
1992;Oman;NY.GDP.PCAP.KD.ZG;3.52
1992;Pacific island small states;NY.GDP.PCAP.KD.ZG;3.82
1992;Pakistan;EG.USE.ELEC.KH.PC;333.41
1992;Pakistan;NY.GDP.PCAP.KD.ZG;4.74
1992;Panama;EG.USE.ELEC.KH.PC;910.34
1992;Panama;NY.GDP.PCAP.KD.ZG;5.98
1992;Papua New Guinea;NY.GDP.PCAP.KD.ZG;11.24
1992;Paraguay;EG.USE.ELEC.KH.PC;558.15
1992;Paraguay;NY.GDP.PCAP.KD.ZG;-0.84
1992;Peru;EG.USE.ELEC.KH.PC;471.16
1992;Peru;NY.GDP.PCAP.KD.ZG;-2.47
1992;Philippines;EG.USE.ELEC.KH.PC;335.27
1992;Philippines;NY.GDP.PCAP.KD.ZG;-2
1992;Poland;EG.USE.ELEC.KH.PC;2961.4
1992;Poland;NY.GDP.PCAP.KD.ZG;2.2
1992;Portugal;EG.USE.ELEC.KH.PC;2815.88
1992;Portugal;NY.GDP.PCAP.KD.ZG;1.17
1992;Post-demographic dividend;EG.USE.ELEC.KH.PC;7620.17
1992;Post-demographic dividend;NY.GDP.PCAP.KD.ZG;1.27
1992;Pre-demographic dividend;EG.USE.ELEC.KH.PC;183.62
1992;Pre-demographic dividend;NY.GDP.PCAP.KD.ZG;-0.27
1992;Puerto Rico;NY.GDP.PCAP.KD.ZG;3.89
1992;Qatar;EG.USE.ELEC.KH.PC;9836.44
1992;Romania;EG.USE.ELEC.KH.PC;2319.57
1992;Romania;NY.GDP.PCAP.KD.ZG;-7.94
1992;Russian Federation;EG.USE.ELEC.KH.PC;6113.68
1992;Russian Federation;NY.GDP.PCAP.KD.ZG;-14.61
1992;Rwanda;NY.GDP.PCAP.KD.ZG;11.9
1992;Samoa;NY.GDP.PCAP.KD.ZG;-1.1
1992;Saudi Arabia;EG.USE.ELEC.KH.PC;4397.46
1992;Saudi Arabia;NY.GDP.PCAP.KD.ZG;0.92
1992;Senegal;EG.USE.ELEC.KH.PC;109.26
1992;Senegal;NY.GDP.PCAP.KD.ZG;-1.65
1992;Serbia;EG.USE.ELEC.KH.PC;4274.55
1992;Seychelles;NY.GDP.PCAP.KD.ZG;6.67
1992;Sierra Leone;NY.GDP.PCAP.KD.ZG;-19
1992;Singapore;EG.USE.ELEC.KH.PC;5236.64
1992;Singapore;NY.GDP.PCAP.KD.ZG;3.48
1992;Slovak Republic;EG.USE.ELEC.KH.PC;4699.14
1992;Slovenia;EG.USE.ELEC.KH.PC;4943.16
1992;Solomon Islands;NY.GDP.PCAP.KD.ZG;9.55
1992;South Africa;EG.USE.ELEC.KH.PC;3997.04
1992;South Africa;NY.GDP.PCAP.KD.ZG;-4.55
1992;South Asia;EG.USE.ELEC.KH.PC;278.05
1992;South Asia;NY.GDP.PCAP.KD.ZG;3.5
1992;South Asia (IDA & IBRD);EG.USE.ELEC.KH.PC;278.05
1992;South Asia (IDA & IBRD);NY.GDP.PCAP.KD.ZG;3.5
1992;Spain;EG.USE.ELEC.KH.PC;3690.59
1992;Spain;NY.GDP.PCAP.KD.ZG;0.44
1992;Sri Lanka;EG.USE.ELEC.KH.PC;166.1
1992;Sri Lanka;NY.GDP.PCAP.KD.ZG;3.22
1992;St. Kitts and Nevis;NY.GDP.PCAP.KD.ZG;3.47
1992;St. Lucia;NY.GDP.PCAP.KD.ZG;6.62
1992;St. Vincent and the Grenadines;NY.GDP.PCAP.KD.ZG;6.21
1992;Sub-Saharan Africa;EG.USE.ELEC.KH.PC;499.56
1992;Sub-Saharan Africa;NY.GDP.PCAP.KD.ZG;-2.83
1992;Sub-Saharan Africa (excluding high income);EG.USE.ELEC.KH.PC;499.56
1992;Sub-Saharan Africa (excluding high income);NY.GDP.PCAP.KD.ZG;-2.83
1992;Sub-Saharan Africa (IDA & IBRD countries);EG.USE.ELEC.KH.PC;499.56
1992;Sub-Saharan Africa (IDA & IBRD countries);NY.GDP.PCAP.KD.ZG;-2.83
1992;Sudan;EG.USE.ELEC.KH.PC;59.69
1992;Sudan;NY.GDP.PCAP.KD.ZG;3.85
1992;Suriname;NY.GDP.PCAP.KD.ZG;-1.43
1992;Sweden;EG.USE.ELEC.KH.PC;15544.41
1992;Sweden;NY.GDP.PCAP.KD.ZG;-1.74
1992;Switzerland;EG.USE.ELEC.KH.PC;7430.3
1992;Switzerland;NY.GDP.PCAP.KD.ZG;-1.14
1992;Syrian Arab Republic;EG.USE.ELEC.KH.PC;702.32
1992;Syrian Arab Republic;NY.GDP.PCAP.KD.ZG;9.78
1992;Tajikistan;EG.USE.ELEC.KH.PC;2990.28
1992;Tajikistan;NY.GDP.PCAP.KD.ZG;-30.31
1992;Tanzania;EG.USE.ELEC.KH.PC;53.45
1992;Tanzania;NY.GDP.PCAP.KD.ZG;-2.78
1992;Thailand;EG.USE.ELEC.KH.PC;893.38
1992;Thailand;NY.GDP.PCAP.KD.ZG;7
1992;Togo;EG.USE.ELEC.KH.PC;94.28
1992;Togo;NY.GDP.PCAP.KD.ZG;-6
1992;Tonga;NY.GDP.PCAP.KD.ZG;0.09
1992;Trinidad and Tobago;EG.USE.ELEC.KH.PC;2847.94
1992;Trinidad and Tobago;NY.GDP.PCAP.KD.ZG;9.42
1992;Tunisia;EG.USE.ELEC.KH.PC;677.51
1992;Tunisia;NY.GDP.PCAP.KD.ZG;5.48
1992;Turkiye;EG.USE.ELEC.KH.PC;1044.36
1992;Turkiye;NY.GDP.PCAP.KD.ZG;3.32
1992;Turkmenistan;EG.USE.ELEC.KH.PC;1998.29
1992;Turkmenistan;NY.GDP.PCAP.KD.ZG;-17.38
1992;Tuvalu;NY.GDP.PCAP.KD.ZG;1.71
1992;Uganda;NY.GDP.PCAP.KD.ZG;0.03
1992;Ukraine;EG.USE.ELEC.KH.PC;4313.52
1992;Ukraine;NY.GDP.PCAP.KD.ZG;-10.16
1992;United Arab Emirates;EG.USE.ELEC.KH.PC;8284.41
1992;United Arab Emirates;NY.GDP.PCAP.KD.ZG;-2.48
1992;United Kingdom;EG.USE.ELEC.KH.PC;5452.39
1992;United Kingdom;NY.GDP.PCAP.KD.ZG;0.13
1992;United States;EG.USE.ELEC.KH.PC;12014.96
1992;United States;NY.GDP.PCAP.KD.ZG;2.1
1992;Upper middle income;EG.USE.ELEC.KH.PC;1350.95
1992;Upper middle income;NY.GDP.PCAP.KD.ZG;-0.14
1992;Uruguay;EG.USE.ELEC.KH.PC;1366
1992;Uruguay;NY.GDP.PCAP.KD.ZG;7.15
1992;Uzbekistan;EG.USE.ELEC.KH.PC;2128.35
1992;Uzbekistan;NY.GDP.PCAP.KD.ZG;-13.26
1992;Vanuatu;NY.GDP.PCAP.KD.ZG;-0.36
1992;Venezuela, RB;EG.USE.ELEC.KH.PC;2689.31
1992;Venezuela, RB;NY.GDP.PCAP.KD.ZG;3.68
1992;Vietnam;EG.USE.ELEC.KH.PC;101.84
1992;Vietnam;NY.GDP.PCAP.KD.ZG;6.43
1992;World;EG.USE.ELEC.KH.PC;2134.31
1992;World;NY.GDP.PCAP.KD.ZG;0.49
1992;Yemen, Rep.;EG.USE.ELEC.KH.PC;134.24
1992;Yemen, Rep.;NY.GDP.PCAP.KD.ZG;2.76
1992;Zambia;EG.USE.ELEC.KH.PC;735.74
1992;Zambia;NY.GDP.PCAP.KD.ZG;-4.11
1992;Zimbabwe;EG.USE.ELEC.KH.PC;787.21
1992;Zimbabwe;NY.GDP.PCAP.KD.ZG;-10.85
1993;Africa Eastern and Southern;EG.USE.ELEC.KH.PC;728.19
1993;Africa Eastern and Southern;NY.GDP.PCAP.KD.ZG;-3.1
1993;Africa Western and Central;EG.USE.ELEC.KH.PC;137.13
1993;Africa Western and Central;NY.GDP.PCAP.KD.ZG;-3.74
1993;Albania;EG.USE.ELEC.KH.PC;536.36
1993;Albania;NY.GDP.PCAP.KD.ZG;10.23
1993;Algeria;EG.USE.ELEC.KH.PC;547.99
1993;Algeria;NY.GDP.PCAP.KD.ZG;-4.25
1993;Andorra;NY.GDP.PCAP.KD.ZG;-4.43
1993;Angola;EG.USE.ELEC.KH.PC;52.01
1993;Angola;NY.GDP.PCAP.KD.ZG;-26.41
1993;Antigua and Barbuda;NY.GDP.PCAP.KD.ZG;3.17
1993;Arab World;EG.USE.ELEC.KH.PC;1126.18
1993;Arab World;NY.GDP.PCAP.KD.ZG;0.45
1993;Argentina;EG.USE.ELEC.KH.PC;1496.9
1993;Argentina;NY.GDP.PCAP.KD.ZG;6.8
1993;Armenia;EG.USE.ELEC.KH.PC;1195.02
1993;Armenia;NY.GDP.PCAP.KD.ZG;-6.64
1993;Aruba;NY.GDP.PCAP.KD.ZG;1.01
1993;Australia;EG.USE.ELEC.KH.PC;8701.76
1993;Australia;NY.GDP.PCAP.KD.ZG;3.02
1993;Austria;EG.USE.ELEC.KH.PC;6137.27
1993;Austria;NY.GDP.PCAP.KD.ZG;-0.3
1993;Azerbaijan;EG.USE.ELEC.KH.PC;2119.74
1993;Azerbaijan;NY.GDP.PCAP.KD.ZG;-24.26
1993;Bahamas, The;NY.GDP.PCAP.KD.ZG;-1.56
1993;Bahrain;EG.USE.ELEC.KH.PC;21644.42
1993;Bahrain;NY.GDP.PCAP.KD.ZG;10.11
1993;Bangladesh;EG.USE.ELEC.KH.PC;67.19
1993;Bangladesh;NY.GDP.PCAP.KD.ZG;2.47
1993;Barbados;NY.GDP.PCAP.KD.ZG;0.42
1993;Belarus;EG.USE.ELEC.KH.PC;3450.22
